State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
SD,140,836,351-5993,no,no,0,1.5811272910168768,8,3.7583067678833713,7.377590521378837,7,1.3288268781037518,0.9399315726440474,300,4.522661380541651,6.938571100449383,2,4.6004733136015465,4,False.
MI,16,777,649-5598,yes,yes,900,6.1237348522115225,3,6.2394258944324505,8.787181927512478,1,4.924724145515613,3.922627253580826,350,4.79337398237635,5.093257337158165,6,7.34506715999655,6,False.
NM,105,787,978-1631,yes,yes,500,8.383548659924166,5,4.58318441700641,5.554507136235776,1,7.811720337651045,5.067738346670873,100,5.679459196659089,5.424710671158806,5,6.527746399778758,4,True.
AK,71,657,691-7021,no,yes,400,2.9983048915576176,3,4.9197623501166525,4.996562008281372,3,3.430358416293588,4.758968141624942,150,3.573039500604654,3.388081081788036,4,5.949652719788995,6,False.
MD,137,776,955-8130,yes,no,0,5.5340001071580245,3,5.762480997179983,6.37810512603275,3,3.9394762286115967,3.578008236718309,200,5.455008815887026,4.229501172676216,7,3.97653232605799,6,True.
AR,190,658,939-5166,yes,yes,400,9.715114765599004,3,6.795374161529427,7.262588757111223,0,6.983240794705766,3.960851726189136,150,5.43907640090973,7.06786291188859,7,6.5227011573135485,4,True.
MD,4,776,720-7945,no,yes,200,6.5718395318379,2,6.696001437341834,4.437237555644579,4,4.120887204943697,3.1092166085673023,200,7.127160132142131,4.539904138157211,7,0.0337388017814044,7,True.
MI,170,777,642-4829,no,no,0,5.633640546751435,2,5.965203460217862,4.05271665257712,6,4.209798764616078,6.947019556255698,300,5.193077081507219,5.333864896970797,5,2.996468136102824,6,False.
CO,119,677,266-2855,no,yes,600,9.466324392303669,4,6.228710650038592,7.710620685489864,2,6.426871011547965,5.104550263567085,150,4.418645667705559,6.482599298911485,9,7.807554612496337,2,True.
WA,185,876,647-4499,no,no,0,0.4089324317612925,4,5.490133448986756,4.232577690437755,9,1.7151859748380862,3.263771682284288,250,3.588211454068607,5.454875063932653,1,7.467602574534479,2,False.
IL,169,737,962-7442,yes,no,0,1.631097099257512,4,5.565955309262702,5.933835675198825,8,1.9452094978579284,3.481297238403439,200,4.278126763324928,4.634999266282495,3,5.334404631351507,3,False.
MD,199,776,347-2904,yes,yes,400,2.746841768376173,2,4.886960728206947,4.381327949873987,4,3.298363874629524,5.03705325471807,250,4.958099426812187,3.804407436188205,3,3.420015263716192,7,True.
NM,166,787,315-4953,yes,yes,500,0.9873363392882428,5,6.209342719071213,6.8026083560394826,8,1.8432179072005752,2.607059860063778,350,3.0594387291357257,4.723530060460863,5,5.673404448330821,4,False.
TN,12,847,637-1141,yes,yes,500,0.6614038626717669,2,3.996658237870219,3.3723140686329023,2,2.046281211843032,0.7133335681561555,250,4.804278810065195,3.622864741542252,4,2.8624493794601977,7,False.
MN,34,777,306-9276,yes,yes,300,11.69470941113823,3,7.320245652818472,7.889778612736848,3,7.956936884636607,4.568714155864547,250,6.520622024244545,3.4515886151710697,8,6.319296410098529,2,True.
IN,63,737,267-4708,no,yes,600,3.386855712296936,3,5.819217889799374,7.815270132604891,6,3.247348524209406,6.243990014892743,350,2.7928038825923838,5.09911050539972,4,9.091979498206484,3,False.
NY,59,788,923-4732,no,no,0,10.26806908742784,2,6.303396353400308,5.716670475712927,0,8.367777906789748,6.400603629586746,50,3.440221238023053,6.278272505202104,7,10.187052894126126,2,True.
NE,135,786,315-1335,yes,no,0,4.69660567016177,4,5.999316689880942,3.637211303606243,4,5.190542436936961,3.516447898230168,150,5.184207879799044,6.0923904615133,3,4.349764192690343,6,True.
VA,15,866,788-8326,no,no,0,4.7446418940774135,4,6.49749182470134,4.538032707736504,5,4.867056642591496,2.774919726263299,500,4.1121670650635,5.278941711158968,10,1.2706632020988309,6,False.
OR,73,798,239-2401,yes,yes,700,3.0270366846716183,5,4.36304309614733,3.047253057164261,5,4.852215016820868,4.244379789082066,350,4.803898813124375,6.90359466704653,5,3.3912093913723096,5,False.
SD,180,836,497-9805,yes,yes,500,0.2735726458662073,5,2.104553964728709,1.7713788667451782,6,1.314458105161319,5.896292233254431,200,6.141694733833901,4.8929083340376565,3,0.5181790460239828,8,True.
GA,87,716,535-5315,yes,yes,200,5.252127981890016,3,8.075536274429716,6.770947058137976,8,2.401992279702064,4.586889763802925,200,4.498735841455975,4.679981817566604,5,5.654070090029938,4,False.
OK,150,797,129-8678,no,no,0,1.9889490063797008,5,5.425873391962298,2.25206099376343,8,1.068715284424269,4.991052748108734,150,4.728144880515485,4.573208737243811,7,0.352867982454752,7,True.
OK,14,797,437-5663,yes,yes,600,4.372232488895204,3,4.763078037268163,5.350116338819364,4,4.920831225845058,6.597558911881025,350,3.057663312395676,5.956779214999078,6,5.478657388474944,5,False.
TX,157,848,800-6825,no,yes,400,0.8978921202180699,5,3.610417733279686,5.60049458112901,6,1.686492673172021,4.091140656017407,300,3.537244736892193,4.022336864768767,2,5.395422913621654,5,False.
WV,178,878,996-9771,no,yes,800,2.565873529391306,3,4.325955076807172,5.265324281262746,5,4.196318814075293,6.63216029720526,300,2.4397891317375846,5.034306304896118,4,8.695343610451545,4,False.
NC,26,786,970-2585,yes,yes,500,4.172668179784196,5,1.3905258783652754,0.2965055021285234,7,2.195418504579693,4.028369710442127,250,0.8441098984081297,5.56261636347348,4,5.644787778149768,2,False.
NM,161,787,769-6926,yes,yes,800,4.3055689394642105,5,3.957944761491384,4.510390230305023,2,5.935621944194304,2.857721788001292,450,4.81406232669366,4.106515247003582,9,0.5853494754043229,7,False.
VT,104,868,975-8323,no,yes,0,11.782068982013731,4,9.325929654480554,4.965317233918473,6,7.215581107633987,4.266709992928521,100,8.268677543029407,6.230346549369421,5,1.6806916270691494,6,True.
AK,120,657,277-1587,yes,no,0,1.6844978266070312,3,6.850729722391071,5.1654475367151225,9,2.1626612134582333,4.086196966291809,400,3.3275410132052934,5.862016325171863,4,5.969873670459776,3,False.
NM,92,787,383-9820,no,yes,300,10.53088534044,5,6.761505228489391,8.115576868853173,1,7.714813777072232,3.799621401929536,150,6.458353925405948,5.419921166915318,6,5.315583984600541,5,True.
UT,57,858,823-8606,yes,yes,500,3.6368762072829393,6,6.082367271510472,9.521661381694752,3,3.281504709889258,1.1101656620961666,250,5.604417074213189,5.335268771993974,3,7.426348682369197,5,False.
KY,183,758,392-5326,yes,no,0,0.3996978848252821,4,2.272189206038269,3.4691986528780507,1,4.490044119868002,4.87933383989476,150,3.970085389442816,5.158544326541329,0,6.674033652744999,8,True.
IA,80,736,677-6308,no,yes,500,6.216406458770318,5,4.827671106912749,5.745930665613308,2,5.725781132007746,4.973372810027504,100,4.479264373470928,3.635857271744356,5,6.898173992647132,4,True.
UT,98,858,883-7506,no,yes,400,6.719360155071891,4,8.108307641617607,4.871602457627933,7,3.743651650543999,3.8473825666831134,200,5.9697223302146085,7.565293014848638,7,1.564093980146768,6,True.
VA,120,866,893-6679,no,yes,200,7.809921212312691,5,4.838979708280014,5.650543130251546,1,6.918976279179212,5.106848669032244,100,6.328309821714224,5.45747323828687,3,5.265705063884271,6,True.
FL,137,707,259-6369,yes,yes,700,0.6699251131158421,2,4.644356582261696,2.8363374264546977,2,3.246350518894555,2.227850916359575,300,3.5678365629375746,4.822382263891244,6,3.5004829865642844,7,False.
KS,82,758,113-8847,yes,no,0,10.426825131322165,3,4.970471388592687,8.951017107444436,1,9.058140831479273,4.669173849843115,200,5.240433077370454,4.3270104846989215,6,9.848607481957613,3,True.
NJ,171,787,840-5023,yes,no,0,3.4549254319152745,4,3.087850654026264,4.35364844265032,0,5.292703229395292,3.587432003638124,100,4.962028182246804,3.6826320962910337,4,5.578618604363719,7,True.
VT,102,868,666-3634,yes,no,0,0.9316659301778448,5,4.295807263270717,6.576030468168362,2,1.9252663611427543,0.7285803221434657,500,3.19869181254453,5.07372032590367,10,1.468861325036129,7,False.
PA,76,806,102-9284,no,yes,300,10.688140142907926,4,5.722871253530895,7.060123113587409,0,7.953672661111604,5.547622105480233,100,5.62014734353317,4.869295436591144,7,6.985327558766638,4,True.
PA,79,806,167-2254,yes,yes,300,9.70723447037937,2,7.920829742996056,4.041024084192696,2,7.752684956344503,2.475733006082651,100,7.495479928134009,4.259229454529114,4,4.419359226278167,5,True.
MD,63,776,689-5699,no,no,0,7.429557622475036,5,5.641596676096134,4.05816023973205,5,5.261102549871333,5.489543359307032,100,6.322122014219383,3.658820901869437,6,2.556752908503912,5,True.
OK,75,797,498-2940,yes,yes,400,6.850502728926374,5,3.710969117669718,6.210547673489236,1,5.982319253382972,6.358341145758509,150,6.184635538767631,5.196588009201039,4,5.468422715199767,6,True.
IL,37,737,180-6386,no,yes,300,8.431938200922199,1,8.089687603285242,8.94388740863301,2,6.752501557726143,5.195231770509104,300,3.0001402316375647,3.925115562641493,5,10.765319778629172,3,True.
MT,66,778,187-1342,yes,yes,500,1.963060489318237,2,1.4779928876350974,4.2886422094264525,2,2.046741853301019,4.286990689960571,200,3.0723058061808164,5.835312254441423,1,7.914215209228707,4,False.
MD,71,776,250-1983,no,yes,600,2.118628455216543,1,4.254912763318633,3.248302437919712,1,4.057379024210282,2.4417460250707714,150,4.168540425935944,5.456875026034461,4,6.317300975339412,5,False.
CT,195,678,545-5994,no,no,0,5.057986054257849,4,5.698207653954805,3.621015721466905,4,4.019636486109369,3.954935248030365,100,6.19053672460478,7.275178233880426,5,0.6257622220580936,8,True.
PA,72,806,476-6533,no,yes,100,7.634205397880315,5,5.9255899621723165,5.550220406711138,3,5.50721003551178,3.942355053486194,200,8.147754212589575,5.2405552322613,4,0.339426253957555,8,True.
MS,191,778,497-8108,no,no,0,3.1802990322658085,2,6.240675178817282,3.910935676384698,8,2.5315859363399515,5.0250053905471415,250,3.9216886465235135,5.0636108191012825,6,4.506604771955031,2,False.
MI,153,777,677-9305,yes,yes,700,6.597333852385333,4,4.2801018683209975,6.645547519358073,1,6.571851844426272,3.399232300001695,250,6.007848598315471,5.105174941927675,7,3.120768256383573,9,False.
IA,9,736,662-5479,no,no,0,0.5300797015282317,3,4.281625672583508,4.336266833601613,5,3.27957841241068,4.97559723936528,350,1.5583455478752106,5.369475038551936,5,7.879487742724104,3,False.
MN,88,777,488-2789,no,no,0,10.059760975533388,5,8.35125764533403,5.255462862027985,7,6.880798669634372,6.012963065037868,100,5.192572408968342,3.332874870912301,5,6.06048199876716,3,True.
FL,10,707,153-7183,yes,no,0,3.332877531783488,3,4.200033319813716,1.6487345643678322,3,4.960546069708209,3.518482187351232,300,5.428634225964483,4.731049799351649,6,0.2282471775482406,7,False.
NV,160,788,914-2227,yes,yes,800,0.8043837750233012,2,3.799444769920318,2.7249139125898245,3,3.813092032821793,3.9365134019499934,300,2.012856153744852,5.1431985411336125,7,5.535908619533597,4,False.
AL,89,657,936-2194,yes,yes,500,5.7716622281661625,5,6.475730625015592,6.060755910496042,4,4.220063005801488,3.3344473741839864,200,6.11920338791732,3.2080715669941,5,3.24568460048902,6,True.
AZ,169,659,633-2098,yes,no,0,1.6405039776382293,4,4.526922810934496,7.265961067042324,5,2.58265620209757,6.3313773195665615,250,2.053751709206994,5.183379848040726,4,9.363542788318997,4,True.
MT,43,778,935-6974,no,yes,700,1.0945263756436,5,3.593115294119143,3.4085820355612104,2,4.709649100938022,2.7101706662185605,300,2.7800374600572813,3.0716129758221475,6,3.9957398617822366,6,False.
WV,193,878,958-1977,no,yes,200,0.3454056705986756,7,4.569199633540231,7.693892004232695,6,2.5176435935160804,1.274487042858302,250,3.8276163934741874,4.932371489317511,3,6.750620671154775,3,False.
NC,55,786,827-4881,no,yes,100,12.470509952284896,2,10.790031384846628,6.593312691638805,5,7.448588866326935,4.257082220325111,100,6.062932490203162,5.45706723130558,6,5.376505241665666,5,True.
UT,131,858,838-4335,yes,yes,400,8.009864918332589,2,4.581945511065266,8.05466383181382,2,7.444083523671564,2.92263123417126,200,6.130052396807644,5.885131325050223,5,6.583067081424966,6,True.
MN,36,777,454-8242,no,yes,500,2.4281497747536704,5,3.2286831040839186,2.497239065990704,5,6.009530092704081,6.048300482219412,300,3.502662655130228,3.2403811482468674,3,4.709901356298999,5,False.
DC,33,686,862-7973,no,yes,200,7.583581895726986,4,8.250361206976445,7.676923223304239,7,3.631974073356452,2.5137689339356672,350,7.816209805026331,4.9805240919469576,7,0.3966361021395475,6,True.
OK,75,797,813-5037,no,no,0,2.4095552873708703,5,1.2683465510985743,3.99680916216097,3,3.361126552230792,2.8959651340496704,300,1.8128304845177932,4.7228274072374425,4,7.702348337295631,3,False.
AR,36,658,309-8439,no,no,0,6.328969499538111,4,6.4944721470540845,4.605866827325557,6,5.289717482584453,6.31105318269604,150,4.962041407245837,5.638777489552043,3,6.21682060417964,5,True.
WV,134,878,822-8878,no,yes,100,5.585279345031764,2,7.40111095806353,5.457631806428347,7,3.639615196623285,4.2575080195257495,300,6.041890605027508,6.083561009706388,5,1.8246413481093875,6,True.
CO,96,677,580-1758,yes,no,0,1.2408595037780152,10,4.574910755544442,4.205798448699651,10,3.133118727496988,0.0515498328856667,350,2.7741926508174384,5.681888889283771,6,3.283754349495694,2,False.
CO,52,677,776-2916,yes,no,0,4.413527322655666,2,4.145490011268547,4.673214005956281,0,5.035410651607151,3.309545143680632,350,5.014454502994621,4.847986078980153,8,2.8118825509677503,7,False.
CT,33,678,897-8641,no,yes,700,0.9983848691935266,2,3.449758002838836,2.049616010111079,4,3.478221365662836,6.710291133854204,200,1.0601266474659805,4.490836640121419,6,6.41579161282721,4,False.
SD,24,836,270-4901,no,no,0,8.865414865831484,2,5.245027091988412,9.364471484314397,1,8.489682701707494,3.449408024649772,350,5.916610328671324,4.37773213343382,4,8.627091123448793,4,True.
RI,189,827,866-6026,no,yes,600,0.873321480510346,1,5.3019420650603095,1.9765462179089448,6,1.470182358963115,7.945452426267904,150,0.1071897516227107,4.046643676045507,6,8.258548435258803,2,False.
MS,113,778,671-2454,no,yes,400,4.3831127552770734,2,3.376391974598556,4.029617407719323,2,6.712109215707638,3.1150724629337225,150,6.187491319572666,6.574061177929333,1,4.460226615545381,9,True.
LA,5,766,250-5957,yes,no,0,6.062544526540739,5,4.365305198704362,5.89482586329283,1,4.968341435563391,2.597987490326533,200,7.219830479521402,6.528526055256672,7,1.6063092833450274,6,True.
LA,48,766,174-3923,yes,yes,800,5.829491036965633,0,5.457232256084676,1.5789508610887777,4,4.6918835301012365,8.649933975893179,350,2.4191349790629397,4.655423637302704,11,1.5096773346113643,6,False.
IL,159,737,732-8646,yes,yes,200,7.021202523757398,5,6.340835125436497,6.983686646080811,5,5.117872174662205,4.561158932412692,250,6.421251944896772,4.446251786505126,4,3.2897870724741507,6,True.
IL,54,737,837-6310,yes,yes,200,13.171205730349412,6,6.402694669996708,8.001250057161183,0,8.608507210919441,3.172976510091296,100,8.777536657731702,6.8473655027009634,8,3.02310764624452,5,True.
ME,96,776,631-3246,yes,no,0,4.197798987860483,2,2.075638456864989,1.1270242856290995,4,7.538556088531725,4.0505948202864,300,4.2494957366715855,4.5877097869660535,8,2.575397294648732,9,False.
AL,29,657,960-5098,no,yes,1000,5.380400158499587,0,4.983746270522022,4.310241426363007,3,5.072851935810263,3.137148767645757,250,4.8866070333166665,4.4243848881282775,8,3.661457279170891,9,False.
DC,192,686,485-4168,no,yes,200,11.940274651895203,3,8.194696576031337,6.90652060710801,2,7.367989623229716,3.489995996950352,150,6.684799847462163,5.7141437662507695,9,3.581851393870008,4,True.
RI,179,827,176-3965,no,no,0,6.6883227071418725,3,6.308459653484752,5.455453917983723,5,5.384306697572309,4.982469488222071,250,5.388063639430315,3.622532644756901,5,4.311298057043204,5,True.
CA,28,676,614-5668,yes,yes,400,9.697617467117295,4,6.478476481963615,8.746120758125539,0,7.23299516518262,3.1520636732076364,250,6.396778079303223,2.751234913661382,6,6.411657401922421,4,True.
VT,142,868,924-5172,no,yes,700,1.179775338984023,6,1.809415624698368,7.073949710262997,1,4.321823351354934,2.724467951339192,250,4.127238511966819,5.156323184255919,4,5.838034672521255,8,True.
HI,58,727,763-2271,no,no,0,9.719870901535458,0,9.134587519516716,5.468993716924086,3,7.274237351330177,3.644329478178974,250,5.984038444075117,4.047834142208156,4,6.149071703946153,5,True.
IA,193,736,250-9435,yes,yes,1000,8.249791311973897,2,6.581569846597665,4.33511668037146,1,7.160624963450241,5.714050222670115,300,3.764278637474236,5.272825054535618,9,4.425759461409011,7,False.
TN,91,847,920-1671,no,no,0,4.111910110767663,5,2.5685088688636357,4.094184471630622,2,5.583146253433112,6.630804048833584,100,3.3273906825770965,6.669363001732771,5,8.622927838947183,3,True.
KS,140,758,260-9691,no,yes,500,7.749941617754808,5,5.282886333953557,5.930149438218843,2,6.384660856189704,5.932567522623021,50,4.44989621104588,4.306957048309832,5,8.118495001597124,4,True.
MN,59,777,407-2026,yes,no,0,1.3518330886007233,6,3.599837174341969,3.154706540306603,4,4.593725120336534,0.9092041560507678,250,5.433182179233309,4.2413759717637625,5,1.5861999322516973,6,False.
CT,126,678,246-7838,no,no,0,5.674988098916669,3,7.228228676699089,4.948769073804331,5,4.040970321750552,4.257432738535105,150,4.523569893434546,4.822458284212235,5,4.895920281250204,4,False.
AZ,27,659,547-8191,no,yes,100,11.460566837104288,4,8.752552704510954,4.680859669455524,6,6.918765567817056,4.554241976663594,50,6.782174541821575,6.825156865218547,7,3.0435701408951,4,True.
IN,167,737,943-4249,no,no,0,4.705224275179245,3,4.419638773279417,7.063070227553313,3,3.7699342700946463,6.162911756666056,250,4.039890624882934,3.6216936057568265,6,6.282252237623311,4,True.
HI,135,727,999-5498,no,no,0,11.945027982345778,3,6.78188273955879,5.614037383840248,0,8.233811752469567,3.5509919675379766,100,8.32671477083078,4.738810960681436,7,2.554401348353015,6,True.
KY,23,758,945-1397,no,yes,300,10.960807994960772,3,6.397697196447739,8.946602964079421,1,9.077496878152743,2.8125681050373386,200,5.955784182819765,3.6093526528986537,6,8.480270836977969,4,True.
MT,143,778,427-6137,yes,yes,500,3.1994068689060247,4,3.6165657500285615,5.19865251363976,1,4.671317217599579,4.241041990190943,200,4.701088171629397,5.293875558336381,3,5.839666691314739,6,True.
TX,167,848,349-1489,no,yes,400,2.825817741090933,7,3.6256049378724224,2.662676631625096,3,5.851969402596149,1.3703605194820918,250,5.345937360543665,5.337576833952694,6,0.5459630875359691,6,False.
RI,69,827,945-5965,yes,no,0,8.629501571022116,4,7.014150215634524,7.388629567832542,4,6.033829767598383,4.611753896442627,250,5.795004577194951,4.193391052952284,6,5.477618371416893,5,True.
NE,179,786,887-2341,yes,no,0,9.614651534159291,3,8.758372559596012,5.680436862501976,5,7.442556828449907,4.677370878340246,150,4.982363322558722,5.386663154023136,4,6.862889500178002,4,True.
VT,142,868,440-5395,yes,no,0,5.805791329462339,4,4.224759770116448,5.9714140910188895,0,6.071058210732392,3.9639075420795,150,5.6863421726440855,6.879071867342835,4,5.783015937399485,6,True.
TX,31,848,218-2858,no,no,0,7.875357526893044,3,0.1119261037938477,0.3981591141058551,7,0.6164970921623523,3.29479892681414,350,0.8596120092636799,5.077827203869807,5,2.5916405338449646,3,False.
CO,76,677,359-2080,yes,no,0,10.649208007673897,3,7.529589249516436,6.457939052343093,4,6.336907574060238,5.594847705491479,100,5.539593956027482,3.921122793196574,8,5.304161676424344,3,True.
SC,45,836,637-3765,yes,no,0,6.079089012402864,4,5.72047409265023,2.961316197797542,7,5.50318071931768,7.91532451524939,250,4.058883816350484,4.510691155381416,6,2.46642250607255,6,False.
MO,76,777,715-4000,yes,yes,200,2.3947477628176737,5,3.3480983368355,1.7808201004655668,10,1.209721100738972,3.9662633076206113,350,3.2717098949439567,2.680605666244442,5,0.7751307711382047,4,False.
